arr_teff_coolstar,arr_t0roche_coolstar_Earth,arr_t0roche_coolstar_Earth_lower,arr_t0roche_coolstar_Earth_upper,arr_t0roche_coolstar_SuperEarth,arr_t0roche_coolstar_SuperEarth_lower,arr_t0roche_coolstar_SuperEarth_upper
5.433867735470941625e+03,4.107177065030045014e+03,4.083910944123187164e+03,4.132298222203849036e+03,4.273830808973833882e+03,4.249620636691838627e+03,4.299971287893190492e+03
5.439679358717434297e+03,4.112173986271546710e+03,4.088853566405018228e+03,4.137425440641104615e+03,4.279030486419877889e+03,4.254763811931364216e+03,4.305306549503421593e+03
5.445490981963927879e+03,4.117155784920932092e+03,4.093780945312224503e+03,4.142539545058945805e+03,4.284214427656092994e+03,4.259891125277654282e+03,4.310628164976827065e+03
5.451302605210421461e+03,4.122122366943908673e+03,4.098692988198217790e+03,4.147640456495993931e+03,4.289382534832631791e+03,4.265002480324872522e+03,4.315936052148071212e+03
5.457114228456914134e+03,4.127073637785896608e+03,4.103589601893735562e+03,4.152728095590479825e+03,4.294534709558242866e+03,4.270097780123297525e+03,4.321230128435186089e+03
5.462925851703406806e+03,4.132009502367060122e+03,4.108470692701931512e+03,4.157802382576727723e+03,4.299670852895113057e+03,4.275176927174221419e+03,4.326510310835901691e+03
5.468737474949899479e+03,4.136929865077315299e+03,4.113336166393422900e+03,4.162863237281611873e+03,4.304790865353661502e+03,4.280239823424786664e+03,4.331776515923974330e+03
5.474549098196392151e+03,4.141834629771213258e+03,4.118185928201225579e+03,4.167910579120983130e+03,4.309894646887217277e+03,4.285286370262721903e+03,4.337028659845452239e+03
5.480360721442885733e+03,4.146723699762851538e+03,4.123019882815686287e+03,4.172944327096032794e+03,4.314982096886731597e+03,4.290316468511071434e+03,4.342266658314899360e+03
5.486172344689379315e+03,4.151596977820625398e+03,4.127837934379327635e+03,4.177964399789640993e+03,4.320053114175308110e+03,4.295330018422818284e+03,4.347490426611597286e+03
5.491983967935871988e+03,4.156454366161991857e+03,4.132639986481588494e+03,4.182970715362647752e+03,4.325107597002755938e+03,4.300326919675429053e+03,4.352699879575663545e+03
5.497795591182364660e+03,4.161295766448148242e+03,4.137425942153598044e+03,4.187963191550145893e+03,4.330145443040056307e+03,4.305307071365399679e+03,4.357894931604188969e+03
5.503607214428857333e+03,4.166121079778611602e+03,4.142195703862777918e+03,4.192941745657649335e+03,4.335166549373716407e+03,4.310270372002647491e+03,4.363075496647258660e+03
5.509418837675350915e+03,4.170930206685779922e+03,4.146949173507445266e+03,4.197906294557285037e+03,4.340170812500115062e+03,4.315216719504895991e+03,4.368241488203983863e+03
5.515230460921843587e+03,4.175723047129405131e+03,4.151686252411337591e+03,4.202856754683908548e+03,4.345158128319748357e+03,4.320146011191969592e+03,4.373392819318460170e+03
5.521042084168337169e+03,4.180499500490990613e+03,4.156406841318029365e+03,4.207793042031184086e+03,4.350128392131402506e+03,4.325058143779993770e+03,4.378529402575696622e+03
5.526853707414829842e+03,4.185259465568125961e+03,4.161110840385350457e+03,4.212715072147629144e+03,4.355081498626252142e+03,4.329953013375579758e+03,4.383651150097484788e+03
5.532665330661322514e+03,4.190002840568767169e+03,4.165798149179659049e+03,4.217622760132576332e+03,4.360017341881918583e+03,4.334830515469865531e+03,4.388757973538207807e+03
5.538476953907815187e+03,4.194729523105413136e+03,4.170468666670091807e+03,4.222516020632146137e+03,4.364935815356401690e+03,4.339690544932539524e+03,4.393849784080649442e+03
5.544288577154308769e+03,4.199439410189232149e+03,4.175122291222724925e+03,4.227394767835119637e+03,4.369836811881970789e+03,4.344532996005756104e+03,4.398926492431694896e+03
5.550100200400801441e+03,4.204132398224126518e+03,4.179758920594666961e+03,4.232258915468805753e+03,4.374720223658992836e+03,4.349357762297991030e+03,4.403988008818035269e+03
5.555911823647295023e+03,4.208808383000674439e+03,4.184378451928059803e+03,4.237108376794823926e+03,4.379585942249616892e+03,4.354164736777803228e+03,4.409034242981769239e+03
5.561723446893787695e+03,4.213467259690052742e+03,4.188980781744025080e+03,4.241943064604863139e+03,4.384433858571464953e+03,4.358953811767534717e+03,4.414065104176005661e+03
5.567535070140280368e+03,4.218108922837845967e+03,4.193565805936521429e+03,4.246762891216380012e+03,4.389263862891175449e+03,4.363724878936910500e+03,4.419080501160372478e+03
5.573346693386773040e+03,4.222733266357786306e+03,4.198133419766129919e+03,4.251567768468254144e+03,4.394075844817905818e+03,4.368477829296584787e+03,4.424080342196504716e+03
5.579158316633266622e+03,4.227340183525422617e+03,4.202683517853740341e+03,4.256357607716385246e+03,4.398869693296723199e+03,4.373212553191557163e+03,4.429064535043458818e+03
5.584969939879760204e+03,4.231929566971690292e+03,4.207215994174186562e+03,4.261132319829236621e+03,4.403645296601936934e+03,4.377928940294563290e+03,4.434032986953076033e+03
5.590781563126252877e+03,4.236501308676412009e+03,4.211730742049769106e+03,4.265891815183334984e+03,4.408402542330315555e+03,4.382626879599322820e+03,4.438985604665301253e+03
5.596593186372745549e+03,4.241055299961714809e+03,4.216227654143716791e+03,4.270636003658712070e+03,4.413141317394251018e+03,4.387306259413745465e+03,4.443922294403437263e+03
5.602404809619238222e+03,4.245591431485368958e+03,4.220706622453559248e+03,4.275364794634281679e+03,4.417861508014813808e+03,4.391966967353027030e+03,4.448842961869338069e+03
5.608216432865730894e+03,4.250109593234011300e+03,4.225167538304383925e+03,4.280078096983196701e+03,4.422562999714717989e+03,4.396608890332639021e+03,4.453747512238571289e+03
5.614028056112224476e+03,4.254609674516295854e+03,4.229610292342058528e+03,4.284775819068091550e+03,4.427245677311178952e+03,4.401231914561268241e+03,4.458635850155475055e+03
5.619839679358718058e+03,4.259091563955994388e+03,4.234034774526308865e+03,4.289457868736331875e+03,4.431909424908742039e+03,4.405835925533623595e+03,4.463507879728207627e+03
5.625651302605210731e+03,4.263555149484944195e+03,4.238440874123754838e+03,4.294124153315159674e+03,4.436554125891939293e+03,4.410420808023181962e+03,4.468363504523697884e+03
5.631462925851703403e+03,4.268000318335926750e+03,4.242828479700803655e+03,4.298774579606802945e+03,4.441179662917887981e+03,4.414986446074795822e+03,4.473202627562564885e+03
5.637274549098196076e+03,4.272426957035472697e+03,4.247197479116500290e+03,4.303409053883520755e+03,4.445785917908790907e+03,4.419532722997252677e+03,4.478025151313944662e+03
5.643086172344688748e+03,4.276834951396557699e+03,4.251547759515244252e+03,4.308027481882584652e+03,4.450372772044344856e+03,4.424059521355698962e+03,4.482830977690286090e+03
5.648897795591182330e+03,4.281224186511182779e+03,4.255879207319418128e+03,4.312629768801208229e+03,4.454940105754019896e+03,4.428566722963965731e+03,4.487620008042063091e+03
5.654709418837675912e+03,4.285594546742884631e+03,4.260191708221934277e+03,4.317215819291393018e+03,4.459487798709260460e+03,4.433054208876816119e+03,4.492392143152414974e+03
5.660521042084168585e+03,4.289945915719135883e+03,4.264485147178669649e+03,4.321785537454751648e+03,4.464015729815580926e+03,4.437521859382069124e+03,4.497147283231758593e+03
5.666332665330661257e+03,4.294278176323636217e+03,4.268759408400789653e+03,4.326338826837223678e+03,4.468523777204542967e+03,4.441969553992616056e+03,4.501885327912294997e+03
5.672144288577153930e+03,4.298591210688511637e+03,4.273014375346980160e+03,4.330875590423747781e+03,4.473011818225640127e+03,4.446397171438336954e+03,4.506606176242455149e+03
5.677955911823647511e+03,4.302884900186400046e+03,4.277249930715567643e+03,4.335395730632878440e+03,4.477479729438062350e+03,4.450804589657900578e+03,4.511309726681306529e+03
5.683767535070140184e+03,4.307159125422441321e+03,4.281465956436543820e+03,4.339899149311303518e+03,4.481927386602350452e+03,4.455191685790460724e+03,4.515995877092846968e+03
5.689579158316633766e+03,4.311413766226138250e+03,4.285662333663469326e+03,4.344385747728328170e+03,4.486354664671947830e+03,4.459558336167239759e+03,4.520664524740263005e+03
5.695390781563126438e+03,4.315648701643122877e+03,4.289838942765270076e+03,4.348855426570268719e+03,4.490761437784611189e+03,4.463904416302986647e+03,4.525315566280095481e+03
5.701202404809619111e+03,4.319863809926817339e+03,4.293995663317915387e+03,4.353308085934788323e+03,4.495147579253747608e+03,4.468229800887314923e+03,4.529948897756348742e+03
5.707014028056111783e+03,4.324058968529961021e+03,4.298132374095996965e+03,4.357743625325149878e+03,4.499512961559590622e+03,4.472534363775947895e+03,4.534564414594508889e+03
5.712825651302605365e+03,4.328234054096034924e+03,4.302248953064180569e+03,4.362161943644412531e+03,4.503857456340279896e+03,4.476817977981821969e+03,4.539162011595497461e+03
5.718637274549098038e+03,4.332388942450559625e+03,4.306345277368533061e+03,4.366562939189530880e+03,4.508180934382803571e+03,4.481080515666048996e+03,4.543741582929549622e+03
5.724448897795591620e+03,4.336523508592277722e+03,4.310421223327752159e+03,4.370946509645405968e+03,4.512483265613825097e+03,4.485321848128811325e+03,4.548303022130001409e+03
5.730260521042084292e+03,4.340637626684217139e+03,4.314476666424227005e+03,4.375312552078842600e+03,4.516764319090383651e+03,4.489541845800041301e+03,4.552846222087018759e+03
5.736072144288576965e+03,4.344731170044636201e+03,4.318511481295057820e+03,4.379660962932453913e+03,4.521023962990469954e+03,4.493740378230085298e+03,4.557371075041247423e+03
5.741883767535069637e+03,4.348804011137804991e+03,4.322525541722831804e+03,4.383991638018434969e+03,4.525262064603435647e+03,4.497917314080104916e+03,4.561877472577333720e+03
5.747695390781563219e+03,4.352856021564710318e+03,4.326518720626386312e+03,4.388304472512326356e+03,4.529478490320319906e+03,4.502072521112464528e+03,4.566365305617437116e+03
5.753507014028056801e+03,4.356887072053596967e+03,4.330490890051361930e+03,4.392599360946652268e+03,4.533673105624008713e+03,4.506205866180897829e+03,4.570834464414610011e+03
5.759318637274549474e+03,4.360897032450384359e+03,4.334441921160663696e+03,4.396876197204473101e+03,4.537845775079257692e+03,4.510317215220586149e+03,4.575284838546090214e+03
5.765130260521042146e+03,4.364885771708944958e+03,4.338371684224752244e+03,4.401134874512900751e+03,4.541996362322585810e+03,4.514406433238059435e+03,4.579716316906543398e+03
5.770941883767534819e+03,4.368853157881244442e+03,4.342280048611831262e+03,4.405375285436462036e+03,4.546124730052002633e+03,4.518473384300972612e+03,4.584128787701175497e+03
5.776753507014027491e+03,4.372799058107359087e+03,4.346166882777885803e+03,4.409597321870448468e+03,4.550230740016630079e+03,4.522517931527751898e+03,4.588522138438794173e+03
5.782565130260521073e+03,4.376723338605314893e+03,4.350032054256553238e+03,4.413800875034110504e+03,4.554314253006128638e+03,4.526539937077047398e+03,4.592896255924738398e+03
5.788376753507014655e+03,4.380625864660813932e+03,4.353875429648862337e+03,4.417985835463819967e+03,4.558375128840000798e+03,4.530539262137065634e+03,4.597251026253758937e+03
5.794188376753507328e+03,4.384506500616797894e+03,4.357696874612858664e+03,4.422152093006106952e+03,4.562413226356738051e+03,4.534515766914758387e+03,4.601586334802774218e+03
5.800000000000000000e+03,4.388365109862857025e+03,4.361496253853008966e+03,4.426299536810620339e+03,4.566428403402794174e+03,4.538469310624813261e+03,4.605902066223544352e+03
